username,score,percentile
Mirk,2.0,2.9828643960228476
jmkim005,2.0,2.9828643960228476
madattak,2.0,2.9828643960228476
Khakis,2.01,2.9987306960016924
Poke,2.01,2.9987306960016924
rxxn05,2.01,2.9987306960016924
Deco,2.02,3.0172413793103448
Orthond,2.02,3.0172413793103448
ThyPolloLoco,2.02,3.0172413793103448
akshay,2.02,3.0172413793103448
koalqh,2.03,3.0304632959593825
Archai,2.04,3.0357520626189975
Clouddy,2.05,3.0436852126084197
LucasMKU,2.05,3.0436852126084197
Speedplayer178,2.06,3.05426274592765
XDcalypse,2.06,3.05426274592765
loxiskan,2.07,3.062195895917072
HavelBB,2.08,3.0859953458853395
Jumko,2.08,3.0859953458853395
NoobChen,2.08,3.0859953458853395
Xayon,2.08,3.0859953458853395
goBoy,2.08,3.0859953458853395
guizog,2.08,3.0859953458853395
jasperthebird,2.08,3.0859953458853395
nlbence,2.08,3.0859953458853395
LokaKie,2.09,3.115083562513222
ThePhoenix,2.09,3.115083562513222
Xinon,2.09,3.115083562513222
Arrxzon,2.1,3.146816162470912
Cluccles,2.1,3.146816162470912
CreampieLoli,2.1,3.146816162470912
Manubel,2.1,3.146816162470912
SlipBoi,2.1,3.146816162470912
WilsorryPlus,2.1,3.146816162470912
chau,2.1,3.146816162470912
cornlol,2.1,3.146816162470912
pieeo,2.1,3.146816162470912
Albian,2.11,3.1891262957478315
Isac,2.11,3.1891262957478315
Isoheel,2.11,3.1891262957478315
Lacerate,2.11,3.1891262957478315
Nekoemi,2.11,3.1891262957478315
PepsiKid,2.11,3.1891262957478315
Tirq,2.11,3.1891262957478315
ScarletGaming,2.12,3.2102813623862914
Gangster,2.13,3.239369579014174
M4xD,2.13,3.239369579014174
Marktwank,2.13,3.239369579014174
Meowses,2.13,3.239369579014174
Samael,2.13,3.239369579014174
Shirohi,2.13,3.239369579014174
SignatureLookSus,2.13,3.239369579014174
TheEternalPeanut,2.13,3.239369579014174
YCATVTH,2.13,3.239369579014174
chaosqueen3011,2.13,3.239369579014174
SlipperySushi3,2.14,3.268457795642056
Frodo,2.15,3.2869684789507088
JoseiFeliz,2.15,3.2869684789507088
ParadoxRoli,2.15,3.2869684789507088
Vassion,2.15,3.2869684789507088
norne3762,2.15,3.2869684789507088
wunner,2.15,3.2869684789507088
GundhamTanaka,2.16,3.310767928918976
Zormenos,2.16,3.310767928918976
rytuii,2.16,3.310767928918976
GettindRekt,2.17,3.3292786122276286
Jarasike,2.17,3.3292786122276286
PesciEtterna,2.17,3.3292786122276286
poyukeke,2.17,3.3292786122276286
JJBOT,2.18,3.3504336788660884
PlayerLoler,2.18,3.3504336788660884
ZylPad,2.18,3.3504336788660884
cookedric3,2.18,3.3504336788660884
Miikko,2.19,3.368944362174741
MurderFace,2.19,3.368944362174741
SneakyFire008,2.19,3.368944362174741
Kalris,2.2,3.3927438121430087
LolisAreMine,2.2,3.3927438121430087
MyonMyon1,2.2,3.3927438121430087
Zanarc,2.2,3.3927438121430087
dathava,2.2,3.3927438121430087
hifi,2.2,3.3927438121430087
NiadHGR,2.21,3.4218320287708908
RayTheFox228,2.21,3.4218320287708908
YanLegend,2.21,3.4218320287708908
mSxi,2.21,3.4218320287708908
yuupsyche,2.21,3.4218320287708908
123jjplay,2.22,3.4509202453987733
